1.9844,17.6
1.8705,20.8
1.0328,17.6
0.37204,12
0.3265,13.6
0.16696,9.6
0.22389,11.2
0.46923,12.8
0.98947,15.2
1.8478,19.2
2.1835,23.2
2.221,19.2
2.2733,20.8
1.9548,24
1.6745,30.4
2.2154,17.6
2.7139,18.4
1.9868,22.4
0.98737,20
0.73147,16.8
0.49155,22.4
0.26066,15.2
0.8369,16.8
1.2916,22.4
1.3386,21.6
1.8643,16.8
2.0583,17.6
1.2016,16.8
0.63805,16
0.875,17.6
0.71655,16
0.36884,13.6
0.080306,8.8
0.18376,10.4
0.91786,19.2
1.6029,28
2.0261,18.4
2.2128,20
2.3991,24.8
2.3874,22.4
2.4462,20.8
2.7168,17.6
1.9268,17.6
0.52072,14.4
0.24398,19.2
0.68104,18.4
1.0753,16
1.4658,19.2
1.3065,24
0.82474,32
1.1092,16.8
1.5592,16.8
0.78719,16
0.042323,6.4
0.29531,12.8
0.39949,14.4
0.52023,18.4
0.83489,20.8
1.009,16
1.6123,18.4
2.4334,21.6
2.8257,18.4
2.8768,18.4
2.3141,24
1.6121,24.8
1.2832,22.4
1.2386,19.2
1.347,36
1.0463,19.2
0.86811,27.2
1.2288,17.6
0.7618,16.8
0.0020382,2.4
0.7506,17.6
1.6696,20
2.1354,18.4
2.6697,18.4
2.1328,19.2
1.1267,23.2
1.187,17.6
1.2925,17.6
0.82235,21.6
1.1274,20.8
1.8286,20
1.8168,20.8
1.6475,17.6
1.1426,16.8
0.056833,6.4
0.521,12.8
1.8125,18.4
1.7392,20
1.5716,20.8
1.4088,19.2
0.36268,14.4
0.025292,7.2
0.77582,25.6
1.3618,17.6
1.8091,17.6
2.1476,28.8
2.4209,19.2
2.5206,19.2
2.5456,20
2.0272,19.2
0.78565,16
0.10685,10.4
0.0030537,4
0.18969,13.6
0.32075,14.4
0.10747,8.8
0.41305,13.6
0.65657,13.6
0.80697,13.6
1.4922,17.6
1.673,20.8
1.4422,18.4
1.4149,26.4
1.7025,21.6
1.6011,16.8
1.0141,17.6
0.6231,22.4
0.32876,12.8
0.98272,16
2.0694,19.2
2.31,20
2.359,18.4
2.0138,22.4
1.8323,28.8
1.9375,18.4
1.8502,24
1.8357,21.6
1.2897,24
0.96082,18.4
1.0084,19.2
0.83295,23.2
1.0534,15.2
1.9832,16.8
2.2966,17.6
1.7756,18.4
1.5585,20
1.0064,19.2
0.038638,6.4
0.090403,10.4
0.22641,13.6
0.10519,8.8
0.38292,14.4
0.50903,13.6
0.80459,32
1.5917,18.4
1.7468,19.2
1.3177,23.2
1.7318,29.6
2.7296,20
2.9952,18.4
2.6614,21.6
2.5354,20.8
1.7751,17.6
0.74621,15.2
0.3734,20
0.14788,14.4
0.2861,15.2
1.037,33.6
1.5652,16.8
1.4309,16
1.0431,18.4
0.85169,45.6
0.70653,16.8
0.51364,15.2
0.58527,21.6
0.65295,16
1.0964,15.2
2.2017,16.8
2.4397,19.2
1.9996,23.2
2.3238,21.6
2.7781,23.2
2.5396,19.2
1.9508,19.2
1.5203,25.6
0.71355,16
0.11786,8
0.73735,14.4
1.2501,16.8
1.2641,16.8
0.98631,20.8
0.19511,11.2
0.38934,12.8
1.3354,17.6
1.3856,16.8
1.2803,25.6
1.6153,20
1.2871,18.4
0.76357,22.4
1.117,19.2
1.3012,17.6
1.4696,19.2
2.4259,18.4
2.7547,17.6
1.7988,19.2
1.4367,28
1.7623,25.6
1.7421,21.6
1.603,20
1.6983,23.2
1.2794,18.4
0.090395,8
0.13787,9.6
0.78223,16
0.75797,14.4
0.46661,12
0.37732,12
1.2824,17.6
2.2988,20.8
2.4901,19.2
2.3412,18.4
2.1685,23.2
1.5837,18.4
0.90881,14.4
0.49727,13.6
0.098436,8
0.36208,12.8
0.73004,16
0.65309,16.8
1.137,20
1.4612,18.4
1.0877,32
1.4768,16.8
2.2179,20.8
2.2266,23.2
2.0321,17.6
1.7697,18.4
0.96762,17.6
0.39488,12.8
1.1263,16.8
1.7166,17.6
1.2785,20.8
1.67,26.4
2.3536,20
2.0071,22.4
1.7394,20
1.622,24.8
1.114,22.4
0.85701,28.8
1.4871,16
1.9321,16.8
1.5403,16
1.5041,18.4
1.873,20
1.5773,20
1.3947,23.2
1.7521,19.2
1.3154,28.8
0.70433,16.8
0.76958,14.4
0.6326,13.6
0.77095,14.4
1.6117,19.2
1.9488,20
1.393,17.6
1.3947,33.6
2.0216,20.8
2.2709,24
2.4953,18.4
2.6022,20.8
2.0925,22.4
1.2229,20.8
1.0955,22.4
1.5023,17.6
1.3997,14.4
1.4882,16
1.624,20.8
1.2112,20
0.94289,16.8
0.83973,36.8
0.95883,26.4
1.0536,16
0.98972,15.2
0.75047,13.6
0.47793,12
0.8674,17.6
1.2409,27.2
1.2529,24
1.9561,20.8
3.014,20
3.0436,21.6
2.7771,20
2.6948,18.4
1.5735,19.2
0.028103,5.6
0.10964,11.2
0.66059,21.6
0.69471,17.6
0.79433,16
0.30753,12
0.33245,11.2
0.84402,16.8
0.72605,32
0.64483,16
0.97114,30.4
1.3221,20
1.2096,18.4
1.345,17.6
1.7656,16.8
1.7291,15.2
1.8375,17.6
2.0774,23.2
1.9889,20
1.8769,21.6
2.183,23.2
2.1875,23.2
1.8047,21.6
1.6431,17.6
1.793,34.4
1.8238,17.6
1.3636,18.4
1.0693,18.4
0.67007,15.2
0.66531,13.6
1.3852,18.4
1.6927,22.4
1.8396,18.4
2.041,17.6
1.5353,28.8
0.92482,18.4
1.024,16.8
1.2975,20
1.2857,16
1.4932,16.8
1.4702,20
1.0895,28
0.97729,25.6
1.8029,21.6
2.7594,20
2.5385,20
2.146,19.2
1.6179,32
1.0119,17.6
0.53093,13.6
0.39087,12
0.60441,14.4
1.0255,20.8
1.9812,21.6
2.3106,19.2
1.9374,20.8
1.8676,19.2
1.1509,16
0.11247,7.2
0.57465,13.6
1.2187,16
1.1536,16.8
1.1945,20.8
0.96406,17.6
0.78237,16.8
1.2008,24.8
1.6714,19.2
1.6459,19.2
1.9851,24
2.6974,19.2
2.3133,18.4
1.4159,17.6
0.78549,16.8
0.3411,12
0.91241,15.2
1.5014,19.2
1.181,28
1.1398,17.6
1.5784,30.4
1.9309,20
1.7526,21.6
1.6241,21.6
1.9285,28
2.1739,18.4
2.2315,16.8
2.0494,18.4
1.5072,20
1.2378,16.8
1.6425,18.4
1.5915,20.8
1.07,19.2
0.92171,32
1.4072,18.4
